startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,locationlatitude,locationlongitude,userlanguage,q1,q31,q36_1,q4,q5,q8,q33_1,q33_2,q33_3,q33_4,q33_5,q33_6,q9,q10,q11,q7,q12,q14,q15,q32,q21,q22,q23,q24,q25,q26,q27,q34,q35
11/30/2023 19:24,11/30/2023 19:25,0,24.250.212.155,100,29,1,11/30/2023 19:25,R_1cTjus316wUX39w,29.165701,-82.127296,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 13:19,11/29/2023 13:22,0,24.48.153.15,100,167,1,11/29/2023 13:22,R_1dKXfDcxmLgoWyi,28.8554,-81.687302,EN,1,1,34,1,3,8,2,3,1,5,4,6,1,2,1,2,3,7,6,4,1,1,1,8,6,4,2,2,5
12/1/2023 8:04,12/1/2023 8:07,0,24.50.25.217,100,196,1,12/1/2023 8:07,R_3fqOsAx6ZB3Usn8,29.0693,-82.214302,EN,1,1,41,3,1,"12,11",3,2,4,5,1,6,1,1,1,2,2,8,3,5,3,1,1,1,4,2,2,1,"3,5"
12/1/2023 8:05,12/1/2023 8:08,0,24.73.61.144,100,186,1,12/1/2023 8:08,R_3neAW6WpQUVtdXy,28.3318,-82.244598,EN,1,1,51,5,6,11,3,1,2,5,4,6,1,2,3,2,2,9,330,5,3,1,1,2,3,3,2,2,5
11/29/2023 12:02,11/29/2023 12:05,0,24.73.78.90,100,174,1,11/29/2023 12:05,R_12FMnCxqtFkeUXW,27.7728,-82.637901,EN,1,1,52,6,6,8,4,1,2,3,5,6,1,4,1,2,2,7,6,5,1,1,1,8,7,1,2,2,5
12/4/2023 6:58,12/4/2023 7:06,0,24.73.90.150,100,482,1,12/4/2023 7:06,R_2TLePINZgPgYsIK,28.0436,-81.733299,EN,1,1,53,2,6,8,4,3,1,5,2,6,1,1,3,2,2,7:30,5:30,5,1,1,1,8,7,1,2,2,5
12/1/2023 18:50,12/1/2023 18:53,0,24.88.109.52,100,183,1,12/1/2023 18:53,R_OH8S1GZqwuSTLwt,33.9739,-81.234497,EN,1,1,6,1,1,8,6,3,1,4,2,5,1,1,1,2,2,9,12,4,1,1,1,8,6,2,2,2,2
11/29/2023 14:41,11/29/2023 14:42,0,24.92.168.114,100,22,1,11/29/2023 14:42,R_3gS1PdFnBNa4abw,28.195101,-81.606201,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 10:38,11/27/2023 10:41,0,24.92.169.47,100,219,1,11/27/2023 10:41,R_2X4N4EEPeBNzPYb,28.195101,-81.606201,EN,1,1,53,3,7,"2,12,11",3,1,2,4,5,6,2,2,1,2,2,10,3,6,1,1,1,4,4,3,2,1,5
12/4/2023 9:04,12/4/2023 9:05,0,24.92.24.155,100,13,1,12/4/2023 9:05,R_33dpBN080S4lNRk,28.2365,-82.328903,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 16:00,11/29/2023 16:01,0,24.96.226.150,100,18,1,11/29/2023 16:01,R_3e3sVmBGIfqVEG4,30.1999,-85.812202,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 17:20,11/29/2023 17:29,0,34.99.125.126,100,501,1,11/29/2023 17:29,R_1eFDtDr00THuVAa,34.0014,-84.014397,EN,1,1,53,3,7,10,5,3,1,4,2,6,1,3,2,2,2,7:00,6:00,3,3,1,1,3,7,1,2,3,7
11/29/2023 14:37,11/29/2023 14:42,0,35.136.78.215,100,285,1,11/29/2023 14:42,R_bEIekPkqur1Kcr7,28.2402,-82.699997,EN,1,1,51,3,6,"2,11",4,3,1,5,2,6,1,4,1,2,3,9,5,5,2,1,1,9,3,4,2,3,7
11/29/2023 14:03,11/29/2023 14:06,0,35.137.28.242,48,138,0,12/6/2023 14:06,R_2uQy0eQOOtY5Q8A,,,EN,1,1,9,5,6,8,4,5,1,3,2,6,1,1,1,1,3,,,,,,,,,,,,
12/1/2023 7:08,12/1/2023 7:12,0,35.137.32.166,100,225,1,12/1/2023 7:12,R_2ExYjMdomN83msy,28.213699,-82.680901,EN,1,1,51,3,7,"7,9,10",6,3,2,5,1,4,1,1,3,2,2,9,12,6,3,1,1,4,3,2,2,2,5
12/6/2023 11:26,12/6/2023 11:26,0,35.137.49.121,100,24,1,12/6/2023 11:26,R_UR6QhkI8ouQHuAF,28.6632,-82.526802,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 10:05,12/1/2023 10:05,0,35.138.163.149,100,10,1,12/1/2023 10:05,R_3EAsO64ofowVuoR,27.484301,-82.581299,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 20:45,12/4/2023 20:46,0,35.138.211.81,100,17,1,12/4/2023 20:46,R_0oGsoAgsFei0TsZ,28.247499,-82.494301,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 22:31,11/29/2023 22:31,0,35.138.72.164,100,21,1,11/29/2023 22:31,R_3aRh8nELXlizAOJ,28.0331,-81.939102,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 12:28,11/29/2023 12:34,0,35.138.75.142,100,387,1,11/29/2023 12:34,R_1IFak3kwaW2NDkN,28.0331,-81.939102,ES,1,1,53,6,6,10,3,1,4,5,2,6,1,1,3,2,1,8:00am,3:00pm,5,2,2,3,4,5,2,2,1,5
12/5/2023 16:58,12/5/2023 17:02,0,35.138.81.186,100,216,1,12/5/2023 17:02,R_3HkxsF7WpF8RjNO,28.0331,-81.939102,EN,1,1,53,6,6,11,6,3,5,4,2,1,1,2,1,2,3,7:00,7:00,4,3,1,1,1,2,3,2,2,3
11/29/2023 10:29,11/29/2023 10:33,0,35.139.136.110,100,230,1,11/29/2023 10:33,R_2uBNQvDctchTAVV,28.247499,-82.494301,EN,1,1,51,3,5,"2,7",5,2,1,3,4,6,1,2,1,2,2,7:30,5:30,5,1,1,1,9,7,4,2,3,7
12/1/2023 6:50,12/1/2023 6:53,0,35.140.22.19,100,151,1,12/1/2023 6:53,R_2RVODWubpSBY9Eo,28.195101,-81.606201,EN,1,1,53,3,6,"11,7",4,3,1,5,2,6,1,3,3,2,2,8,4,5,1,1,1,8,4,1,2,2,5
11/27/2023 20:09,11/27/2023 20:12,0,35.141.130.43,100,150,1,11/27/2023 20:12,R_3qTAKLoPONtp29d,27.945499,-82.459801,EN,1,1,28,1,7,8,2,3,1,5,4,6,1,5,1,2,3,8,4,4,1,1,1,8,7,4,2,2,"5,6"
11/29/2023 16:43,11/29/2023 16:44,0,35.141.134.240,100,49,1,11/29/2023 16:44,R_5j2pmSWxnGusych,27.945499,-82.459801,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 9:37,12/1/2023 9:37,0,35.141.37.253,8,33,0,12/8/2023 9:37,R_2ZNU1TAN4Z2Dyn7,,,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 7:44,12/1/2023 7:51,0,35.141.37.42,100,386,1,12/1/2023 7:51,R_XTbQB30BRULHO5H,28.305599,-81.419701,EN,1,1,49,3,6,"5,11,9",3,5,2,4,1,6,1,1,3,2,1,7,6,6,1,1,1,4,4,4,1,2,3
11/30/2023 6:10,11/30/2023 6:12,0,35.142.109.133,100,155,1,11/30/2023 6:12,R_2fyf1vs3EvB94BG,28.2365,-82.328903,EN,1,1,51,3,6,"1,2,3",1,4,2,3,5,6,1,1,1,2,2,7,7,6,2,1,1,6,4,1,2,2,5
12/4/2023 11:49,12/4/2023 11:52,0,35.142.115.143,100,154,1,12/4/2023 11:52,R_1mxD3VvcdBtYjDD,28.2365,-82.328903,EN,1,1,51,3,7,11,5,3,4,6,1,2,1,1,3,1,1,930,4,6,1,1,1,8,3,4,2,3,5
12/5/2023 8:46,12/5/2023 8:47,0,35.142.133.118,100,30,1,12/5/2023 8:47,R_AoMostAWVZtb75n,27.738501,-82.640198,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 4:04,11/28/2023 4:06,0,35.142.149.51,100,164,1,11/28/2023 4:06,R_RlW5moFSoH6b8A1,27.804399,-82.275902,EN,1,1,28,3,7,11,3,1,2,5,4,6,1,1,1,2,1,8,11,5,1,1,1,7,5,2,2,2,5
12/5/2023 9:03,12/5/2023 9:07,0,35.142.166.242,100,212,1,12/5/2023 9:07,R_24jvS4tZnGRWNmU,27.7728,-82.637901,EN,1,1,52,6,6,10,2,1,3,5,6,4,1,5,1,2,3,7:00am,6:00pm,3,3,1,1,6,3,1,2,2,3
11/29/2023 13:49,11/29/2023 13:49,0,35.142.182.175,100,14,1,11/29/2023 13:49,R_QnQyRX4TOHjaFi1,27.959999,-82.461403,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 8:29,12/5/2023 8:31,0,35.142.19.185,100,116,1,12/5/2023 8:31,R_1o0Gg7S1mPWkCCO,27.945499,-82.459801,EN,1,1,28,5,6,1,1,2,3,5,4,6,1,1,1,2,3,7,6,6,1,1,1,6,6,3,2,2,5
11/29/2023 21:25,11/29/2023 21:29,0,35.142.198.205,100,232,1,11/29/2023 21:29,R_1kLxoI954LHVyaa,28.068399,-82.7593,EN,1,1,52,3,6,"2,4,12",5,4,1,6,2,3,1,1,1,2,2,8am,3pm ,3,1,1,1,7,6,3,1,2,5
12/1/2023 6:45,12/1/2023 6:54,0,35.142.227.147,100,501,1,12/1/2023 6:54,R_C1Y27Bsx5D4F8iJ,28.0702,-81.964104,EN,1,1,53,3,6,11,2,1,4,3,5,6,1,1,1,1,2,7,3:30-4,6,3,1,1,3,2,1,1,2,3
12/1/2023 18:31,12/1/2023 18:34,0,35.142.248.144,32,183,0,12/8/2023 18:34,R_2Clz6QzOfQf8EIk,,,EN,1,1,28,6,7,10,5,4,2,3,1,6,1,,,,,,,,,,,,,,,,
11/29/2023 15:42,11/29/2023 15:45,0,35.142.64.242,68,201,0,12/6/2023 15:45,R_XNzVtlLT9Emr80p,,,EN,1,1,53,3,5,"1,2,4,12",5,2,4,6,1,3,1,1,1,2,1,6:30,6,4,3,,,,,,,,
11/27/2023 10:18,11/27/2023 10:18,0,35.143.136.109,4,13,0,12/4/2023 10:18,R_6fHjC337twJiVvr,,,ES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 21:15,11/27/2023 21:19,0,35.143.164.204,100,241,1,11/27/2023 21:19,R_2SivhFjMGMK8hHj,28.834,-82.282204,EN,1,1,9,6,6,11,4,3,1,5,2,6,1,1,1,2,2,7,6,4,1,1,1,8,4,2,2,2,5
11/29/2023 21:38,11/29/2023 21:39,0,35.143.176.241,8,100,0,12/6/2023 21:39,R_23Uoy02gxHdbBDf,,,ES,1,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 12:46,11/27/2023 12:46,0,35.143.205.189,100,12,1,11/27/2023 12:46,R_vcx1njDNfrgkekN,27.9032,-82.2911,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 10:54,11/27/2023 10:55,0,35.143.228.208,12,36,0,12/4/2023 10:55,R_3qduK8tc9aImUbl,,,EN,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 23:26,11/30/2023 23:31,0,35.143.234.146,100,259,1,11/30/2023 23:31,R_3mfwyLvTcirvTAr,27.945499,-82.459801,EN,1,1,28,6,6,10,2,1,3,4,5,6,1,1,3,1,2,6:30,6,5,1,1,1,1,4,6,2,2,3
12/1/2023 16:55,12/1/2023 16:55,0,35.143.254.177,100,15,1,12/1/2023 16:55,R_ZgAeHnaOBJ1hS25,28.085501,-80.604103,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 18:04,12/4/2023 18:04,0,35.145.101.105,100,22,1,12/4/2023 18:05,R_1dmf1vTfT7ubRI9,28.622499,-81.431702,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 11:41,12/1/2023 11:50,0,35.145.103.103,100,537,1,12/1/2023 11:50,R_3JaRK5zAuGue8N9,28.534401,-81.378304,ES,1,1,48,5,2,8,5,2,3,1,6,4,1,1,1,2,2,9,3,5,1,2,3,4,2,1,2,1,5
11/27/2023 16:07,11/27/2023 16:07,0,35.145.107.21,100,16,1,11/27/2023 16:07,R_2P6SknUTfUuSA9C,28.1404,-80.651398,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 14:42,11/30/2023 14:47,0,35.145.113.111,100,305,1,11/30/2023 14:47,R_T10bCj7vfn6nclP,28.534401,-81.378304,EN,1,1,48,3,6,2,2,3,1,4,5,6,1,5,1,3,2,7,6,6,3,1,1,1,2,2,2,2,3
11/28/2023 10:39,12/3/2023 12:31,0,35.145.116.138,100,438745,1,12/3/2023 12:31,R_3PdHXp6Xg2dbLw7,28.552099,-81.301003,ES,1,1,48,6,6,8,2,1,4,5,3,6,1,1,1,6,1,8:30,2:30,4,2,2,4,9,2,3,2,1,5
11/27/2023 16:53,11/27/2023 16:57,0,35.145.129.27,100,217,1,11/27/2023 16:57,R_3hrwTi64kYqSi6w,28.935101,-81.990303,EN,1,1,60,3,6,"2,12,11",1,2,3,4,5,6,1,2,1,2,2,7,6,6,1,1,1,5,5,1,2,2,5
12/6/2023 12:22,12/6/2023 12:22,0,35.145.132.15,100,6,1,12/6/2023 12:22,R_3hFJkB2tvYlKH7c,28.2062,-80.687401,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 16:21,11/29/2023 16:25,0,35.145.133.7,100,198,1,11/29/2023 16:25,R_1cRNJOuru7UaqQt,29.555401,-81.220703,EN,1,1,17,3,6,"12,11",4,3,1,6,2,5,1,3,1,2,1,8,5,2,3,2,1,4,4,1,2,1,3
12/5/2023 9:05,12/5/2023 9:06,0,35.145.138.101,100,23,1,12/5/2023 9:06,R_6mJwDbG4sooOu8F,27.867599,-82.735199,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 14:03,11/29/2023 14:05,0,35.145.141.130,100,91,1,11/29/2023 14:05,R_12aMEAIFBBVu4gE,27.848499,-82.794403,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 21:11,11/29/2023 21:12,0,35.145.144.125,100,18,1,11/29/2023 21:12,R_2fJn5SB4VvdY2ob,27.945499,-82.459801,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 12:31,11/27/2023 12:31,0,35.145.15.155,100,21,1,11/27/2023 12:31,R_xf0onqKOiVJXAvn,28.5436,-81.373802,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 17:30,12/1/2023 17:31,0,35.145.159.139,100,32,1,12/1/2023 17:31,R_4SEXu9AZg2Xh4cx,28.031,-82.7239,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 6:02,12/5/2023 6:02,0,35.145.16.163,100,29,1,12/5/2023 6:02,R_Q9PjI8xOvEKpFkJ,28.5436,-81.373802,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 12:55,12/4/2023 12:55,0,35.145.16.30,100,18,1,12/4/2023 12:55,R_3iU1lzZ9mxkeVJ3,28.5436,-81.373802,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 19:26,12/5/2023 19:31,0,35.145.165.141,100,302,1,12/5/2023 19:31,R_3qPul0fCLs260nL,27.848499,-82.794403,EN,1,1,52,1,7,8,2,3,1,5,4,6,1,3,1,2,1,8,5,3,1,1,1,8,6,1,2,2,5
11/29/2023 18:13,11/29/2023 18:14,0,35.145.17.83,12,89,0,12/6/2023 20:01,R_78vgmOmLIwF85nb,,,ES,1,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 15:42,11/29/2023 15:43,0,35.145.171.148,100,36,1,11/29/2023 15:43,R_3PcTkKHB0YFR2AE,27.9091,-82.802803,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 11:11,11/29/2023 11:16,0,35.145.185.130,100,249,1,11/29/2023 11:16,R_3fPH5fLONn5Mobi,27.945499,-82.459801,EN,1,1,28,5,6,1,1,5,3,4,2,6,1,2,1,2,2,8,5,6,3,1,1,2,5,1,2,2,3
11/29/2023 14:43,11/29/2023 14:49,0,35.145.19.165,100,344,1,11/29/2023 14:49,R_5cq5W3pPeyvg3lL,28.4932,-81.287804,EN,1,1,48,6,7,10,2,1,3,4,5,6,1,2,1,2,3,6am,7pm,3,3,1,1,4,3,1,2,2,3
11/29/2023 14:07,11/29/2023 14:14,0,35.145.19.194,100,441,1,11/29/2023 14:14,R_1mvZBHYsx5SMZ0G,28.4932,-81.287804,EN,1,1,48,1,"5,7",8,6,5,1,3,2,4,1,5,1,2,3,7,6,3,4,1,1,1,6,4,2,2,3
11/29/2023 12:48,11/29/2023 12:53,0,35.145.194.104,100,280,1,11/29/2023 12:53,R_3kiSLeQYFbaA2S1,27.9032,-82.2911,EN,1,1,28,6,6,8,5,3,1,4,2,6,1,6,1,2,3,7:20am,1:50pm,3,1,1,1,8,4,1,2,1,5
12/2/2023 7:02,12/2/2023 7:05,0,35.145.195.167,8,165,0,12/9/2023 7:05,R_3PnwBjdsoPzX0Qn,,,ES,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 17:43,11/29/2023 17:50,0,35.145.204.28,100,370,1,11/29/2023 17:50,R_2c0nTFV18d9esuA,27.850201,-82.3097,EN,1,1,28,3,3,"2,11",5,2,1,4,3,6,2,1,3,6,1,7:00,6:00,5,3,4,3,1,,3,2,3,6
12/6/2023 7:15,12/6/2023 7:22,0,35.145.211.145,100,410,1,12/6/2023 7:22,R_s8dQIeC1lCaf1Xb,27.945499,-82.459801,EN,1,1,59,3,6,11,4,1,3,5,2,6,1,1,1,2,2,720,220,4,1,1,1,2,4,4,2,2,3
11/27/2023 14:56,12/2/2023 7:18,0,35.145.214.145,12,404491,0,12/9/2023 7:18,R_3EsvC1CksIZ1ZPO,,,ES,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 8:28,12/1/2023 8:28,0,35.145.217.68,4,3,0,12/8/2023 8:28,R_uz9MLeXyt2empEZ,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 19:46,12/1/2023 19:47,0,35.145.224.17,100,16,1,12/1/2023 19:47,R_3RjZw3ZitKhTcU6,28.049299,-82.006897,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 21:58,11/29/2023 22:00,0,35.145.226.164,100,115,1,11/29/2023 22:00,R_2QKcEbTBJT0AmXA,27.962299,-81.9375,EN,1,1,53,5,7,"12,11",4,1,2,3,5,6,1,2,1,2,2,730,10p,3,4,1,1,4,3,1,2,2,5
12/6/2023 12:23,12/6/2023 12:23,0,35.145.228.128,100,32,1,12/6/2023 12:23,R_3iDwW0weGOnUTAH,28.069901,-81.810699,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 16:24,11/29/2023 16:24,0,35.145.229.43,100,20,1,11/29/2023 16:24,R_2flY7adZv9YgPWZ,27.9981,-81.778,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 17:37,11/29/2023 17:37,0,35.145.231.0,100,18,1,11/29/2023 17:37,R_dncBVF7hkOJ4iyd,28.0436,-81.733299,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 16:56,11/29/2023 16:56,0,35.145.231.40,100,29,1,11/29/2023 16:56,R_2CIeEquRW1iPqbk,28.0436,-81.733299,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 13:41,11/27/2023 13:48,0,35.145.232.9,100,430,1,11/27/2023 13:48,R_3sBQTrX3zU7F38y,28.1131,-81.6241,ES,1,1,53,6,7,8,1,2,5,3,4,6,1,4,3,2,1,7:30,3:00,6,2,2,2,9,2,4,2,1,5
12/5/2023 6:54,12/5/2023 6:55,0,35.145.234.132,100,54,1,12/5/2023 6:55,R_1PTsUQ6pOAmaO3x,28.195101,-81.606201,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 8:50,11/30/2023 8:51,0,35.145.234.28,100,63,1,11/30/2023 8:51,R_12ndRVttXc3aEyq,28.195101,-81.606201,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 11:24,12/1/2023 11:26,0,35.145.239.6,8,119,0,12/8/2023 11:26,R_1lnNbZ6Tf67bSG2,,,EN,1,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 11:17,11/27/2023 11:19,0,35.145.244.164,100,128,1,11/27/2023 11:19,R_3eaE4oG294Sal07,28.4797,-82.512604,EN,1,1,26,5,6,3,4,3,2,1,5,6,1,2,1,2,2,730,6,4,1,1,1,9,7,1,2,2,5
12/4/2023 9:31,12/4/2023 9:32,0,35.145.26.131,100,85,1,12/4/2023 9:32,R_xz2w5wjCfD164vL,28.793501,-81.286797,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 10:56,11/29/2023 11:00,0,35.145.26.31,100,236,1,11/29/2023 11:00,R_3paO8b0UfGxRPcY,28.793501,-81.286797,ES,1,1,59,1,7,8,2,3,1,4,5,6,1,1,1,2,2,7:00,7:00,4,4,2,2,2,7,4,1,1,7
11/29/2023 15:42,11/29/2023 15:42,0,35.145.30.138,4,10,0,12/6/2023 15:46,R_xmyS7xPvsfPIpzP,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 8:05,12/4/2023 8:07,0,35.145.37.6,100,109,1,12/4/2023 8:07,R_2rIn0NPYJL3gwCt,28.530001,-81.480698,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 20:55,12/4/2023 20:55,0,35.145.44.153,100,28,1,12/4/2023 20:55,R_22WEZaF3pPvQKvo,28.4883,-81.406097,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 12:02,12/5/2023 12:10,0,35.145.47.67,100,509,1,12/5/2023 12:10,R_2WU305dunQUdZIu,28.305599,-81.419701,ES,1,1,49,5,7,11,1,2,3,4,5,6,1,3,3,1,4,7:30,3:30,6,2,2,4,9,6,4,2,1,5
12/5/2023 10:07,12/5/2023 10:07,0,35.145.47.69,100,20,1,12/5/2023 10:07,R_d4gJn7VxMJ5V1cJ,28.305599,-81.419701,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 14:41,12/1/2023 14:42,0,35.145.48.128,100,25,1,12/1/2023 14:42,R_6uueo1KZqIvbGQF,28.305599,-81.419701,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 7:11,12/1/2023 7:11,0,35.145.6.139,100,36,1,12/1/2023 7:11,R_3kAP4tKRgBSDdXo,28.652399,-81.4897,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 9:40,11/27/2023 9:49,0,35.145.7.10,100,523,1,11/27/2023 9:49,R_1F4DjIcG6jrosPn,28.652399,-81.4897,ES,1,1,48,6,7,8,1,3,2,5,4,6,1,1,1,4,1,8,3,4,1,2,,1,1,4,2,1,5
11/30/2023 21:52,11/30/2023 21:53,0,35.145.72.120,100,24,1,11/30/2023 21:53,R_2rr2DuLvfYaYWcB,28.553101,-81.759697,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 12:41,11/29/2023 12:44,0,35.145.8.124,48,151,0,12/6/2023 12:44,R_vCS65DlgJIthfpL,,,EN,1,1,64,5,3,8,1,2,3,4,5,6,1,1,1,6,2,,,,,,,,,,,,
11/30/2023 8:39,11/30/2023 8:39,0,35.145.90.26,100,17,1,11/30/2023 8:39,R_3Ph4xRwEkgmlDOT,28.4986,-81.535301,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 9:54,11/29/2023 9:54,0,35.145.93.154,100,13,1,11/29/2023 9:54,R_1CkBzwWoN91IAoR,29.555401,-81.220703,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 19:39,11/28/2023 19:43,0,35.145.95.148,100,259,1,11/28/2023 19:43,R_1LMRwl9ToqBbQiy,28.2694,-81.474197,EN,1,1,53,3,6,11,1,2,3,4,5,6,1,1,1,2,2,8,6,5,2,1,1,2,4,1,2,1,5
12/4/2023 11:53,12/4/2023 11:59,0,35.145.98.28,100,330,1,12/4/2023 11:59,R_2V9AR0fcI0K0I1z,28.4932,-81.287804,ES,1,1,48,6,1,10,1,4,2,3,5,6,1,1,1,6,2,9am,12pm,4,1,2,3,4,2,4,2,1,5
12/1/2023 8:30,12/1/2023 8:30,0,38.25.18.48,100,18,1,12/1/2023 8:30,R_Aj3suvRYMYAO8xP,-12.0432,-77.028198,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 7:39,12/1/2023 7:43,0,38.86.154.148,100,231,1,12/1/2023 7:43,R_3dN7RHO9PJtiojM,26.715799,-80.049103,EN,1,1,50,5,6,12,1,4,2,5,3,6,1,1,3,2,1,8,6,4,2,2,1,5,4,1,2,1,5
12/1/2023 7:23,12/1/2023 7:26,0,4.16.179.250,100,213,1,12/1/2023 7:26,R_1rOg24L89NQ3NDV,28.634399,-81.622101,EN,1,1,6,1,7,8,3,4,1,5,2,6,1,4,1,2,2,7,6,5,4,1,1,8,7,1,2,2,3
11/27/2023 9:39,11/27/2023 9:41,0,4.2.162.202,100,140,1,11/27/2023 9:41,R_2yltsEk8SmB0EhQ,38.789299,-104.8221,EN,1,1,46,3,6,"2,3,4,12,11,7",4,2,3,1,5,6,1,5,1,2,2,7,5,3,1,1,1,8,6,1,2,2,7
12/1/2023 8:15,12/1/2023 8:17,0,4.35.213.122,100,126,1,12/1/2023 8:17,R_2arauugpZ1UXVC5,27.893,-82.507401,EN,1,1,52,1,7,10,5,2,1,3,4,6,1,5,1,2,1,7,6,6,1,1,1,8,6,1,2,2,5
11/27/2023 9:35,11/27/2023 9:39,0,4.35.250.228,100,270,1,11/27/2023 9:39,R_3pGx6Id0y9hFskh,28.5588,-81.349503,EN,1,1,59,2,6,7,5,4,3,2,1,6,1,3,2,2,3,7,7,3,3,1,1,6,7,1,1,2,3
11/29/2023 12:02,11/29/2023 12:07,0,4.36.189.82,100,276,1,11/29/2023 12:07,R_XY888YNIbOK5hgB,26.152901,-81.740303,EN,1,1,11,1,3,"7,10",2,1,3,4,5,6,1,1,1,2,2,6,6,5,1,1,1,7,5,4,2,2,5
12/1/2023 8:12,12/1/2023 8:12,0,4.59.86.182,4,6,0,12/8/2023 8:12,R_1N2Dw4NcKrdlEx3,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 8:21,12/1/2023 8:21,8,4.79.144.148,100,10,1,12/1/2023 8:21,R_2fIBYWVg2k1QDCR,27.959,-82.493797,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 8:01,12/1/2023 8:01,0,40.130.95.102,100,10,1,12/1/2023 8:01,R_RFB0x7h8Y963cFX,27.4583,-82.528702,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 8:13,12/1/2023 8:13,0,45.17.11.59,100,43,1,12/1/2023 8:13,R_2zZIBM3Ur9Xn1JB,28.031799,-80.595802,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 7:09,12/1/2023 7:09,0,45.18.15.44,100,25,1,12/1/2023 7:09,R_1JImGQQoKi7yJHq,28.652901,-81.210602,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
